fips15,census_tract,census_block,ward_2010,anc_2010
110010019011004,0019,1004,4,4B
110010062021235,0062,1235,2,2A
110010058001011,0058,1011,2,2C
110010095071007,0095,1007,4,4B
110010011004016,0011,4016,3,3E
110010010016004,0010,6004,3,3E
110010042012007,0042,2007,2,2B
110010077032006,0077,2006,7,7F
110010095042002,0095,2002,5,5B
110010087012001,0087,2001,5,5E
110010005022002,0005,2002,3,3C
110010009022006,0009,2006,3,3D
110010099012025,0099,2025,7,7B
110010021021012,0021,1012,4,4B
110010074072004,0074,2004,8,8A
110010008013035,0008,3035,3,3D
110010016001003,0016,1003,4,4A
110010062021183,0062,1183,2,2A
110010028012003,0028,2003,1,1A
110010066001012,0066,1012,6,6B
110010111001020,0111,1020,5,5C
110010095011009,0095,1009,5,5A
110010006002002,0006,2002,3,3C
110010073011120,0073,1120,8,8D
110010107001011,0107,1011,2,2A
110010073011045,0073,1045,8,8C
110010008021013,0008,1013,3,3D
110010038001000,0038,1000,1,1C
110010092011014,0092,1014,5,5E
110010049012000,0049,2000,6,6E
110010042022006,0042,2006,2,2B
110010080011006,0080,1006,6,6A
110010047012003,0047,2003,6,6E
110010095031004,0095,1004,5,5B
110010078062000,0078,2000,7,7D
110010019013005,0019,3005,4,4B
110010078092004,0078,2004,7,7C
110010048021006,0048,1006,6,6E
110010022012003,0022,2003,4,4D
110010096041009,0096,1009,7,7F
110010062021046,0062,1046,2,2A
110010106002036,0106,2036,6,6C
110010076052004,0076,2004,8,8B
110010024002017,0024,2017,4,4C
110010032003000,0032,3000,1,1A
110010106003003,0106,3003,6,6C
110010094001012,0094,1012,5,5B
110010013012010,0013,2010,3,3F
110010043001007,0043,1007,2,2B
110010050022001,0050,2001,2,2F
110010093013015,0093,3015,5,5B
110010009011002,0009,1002,3,3D
110010076042019,0076,2019,7,7B
110010074031000,0074,1000,8,8B
110010041002014,0041,2014,2,2D
110010091021004,0091,1004,5,5C
110010024002007,0024,2007,4,4C
110010020021025,0020,1025,4,4C
110010083021013,0083,1013,6,6C
110010014023010,0014,3010,3,3F
110010079031017,0079,1017,7,7D
110010020012012,0020,2012,4,4A
110010074031005,0074,1005,8,8E
110010103002002,0103,2002,4,4B
110010111003057,0111,3057,5,5D
110010058001034,0058,1034,2,2C
110010064002017,0064,2017,6,6D
110010077071003,0077,1003,7,7E
110010074011033,0074,1033,8,8C
110010062021131,0062,1131,2,2C
110010040021001,0040,1001,1,1C
110010078083011,0078,3011,7,7C
110010077031005,0077,1005,7,7F
110010013022000,0013,2000,3,3F
110010078032000,0078,2000,7,7D
110010089032004,0089,2004,5,5D
110010098072009,0098,2009,8,8D
110010095053018,0095,3018,4,4B
110010021013001,0021,3001,4,4D
110010053013006,0053,3006,2,2B
110010059001016,0059,1016,6,6C
110010088024000,0088,4000,5,5D
110010080012008,0080,2008,6,6A
110010010023002,0010,3002,3,3E
110010072002032,0072,2032,6,6D
110010026002006,0026,2006,4,4A
110010094001017,0094,1017,5,5B
110010023021006,0023,1006,5,5A
110010111001016,0111,1016,5,5C
110010095052004,0095,2004,4,4B
110010042011003,0042,1003,2,2B
110010078061007,0078,1007,7,7C
110010022021004,0022,1004,4,4D
110010008021004,0008,1004,3,3D
110010013011017,0013,1017,3,3F
110010093021003,0093,1003,5,5B
110010014011014,0014,1014,3,3G
110010073011022,0073,1022,8,8C
110010095041007,0095,1007,5,5B
110010011001018,0011,1018,3,3G
110010088021004,0088,1004,5,5D
110010055005001,0055,5001,2,2B
110010048011022,0048,1022,6,6E
110010088022006,0088,2006,5,5D
110010104002022,0104,2022,8,8C
110010078082017,0078,2017,7,7C
110010076015016,0076,5016,8,8A
110010099042002,0099,2002,7,7E
110010074072006,0074,2006,8,8A
110010076012004,0076,2004,8,8A
110010062021187,0062,1187,2,2A
110010102001005,0102,1005,6,6D
110010106002006,0106,2006,6,6C
110010070001002,0070,1002,6,6B
110010099011012,0099,1012,7,7B
110010104002041,0104,2041,8,8C
110010083012009,0083,2009,6,6C
110010009012016,0009,2016,3,3D
110010078081006,0078,1006,7,7C
110010099051001,0099,1001,7,7E
110010096022003,0096,2003,7,7D
110010089042009,0089,2009,5,5D
110010078081011,0078,1011,7,7C
110010038003002,0038,3002,1,1C
110010025011005,0025,1005,4,4C
110010056002014,0056,2014,2,2A
110010093011003,0093,1003,5,5B
110010078072002,0078,2002,7,7C
110010031001008,0031,1008,1,1A
110010006004005,0006,4005,3,3C
110010095053019,0095,3019,4,4B
110010083012002,0083,2002,6,6C
110010020023012,0020,3012,4,4C
110010077092007,0077,2007,7,7B
110010078071006,0078,1006,7,7C
110010059001002,0059,1002,6,6C
110010073011105,0073,1105,8,8D
110010008013025,0008,3025,3,3B
110010071001010,0071,1010,6,6B
110010106001000,0106,1000,6,6A
110010024003004,0024,3004,4,4C
110010078082016,0078,2016,7,7C
110010009011016,0009,1016,3,3D
110010010014006,0010,4006,3,3E
110010012001003,0012,1003,3,3F
110010106001003,0106,1003,6,6C
110010107002007,0107,2007,2,2B
110010007021000,0007,1000,3,3B
110010070002010,0070,2010,6,6B
110010099053005,0099,3005,7,7E
110010111001026,0111,1026,5,5C
110010072002017,0072,2017,6,6B
110010035002007,0035,2007,1,1B
110010080021002,0080,1002,6,6A
110010015004001,0015,4001,3,3G
110010008012007,0008,2007,3,3D
110010002024023,0002,4023,2,2E
110010104001012,0104,1012,8,8C
110010072002014,0072,2014,6,6B
110010017021002,0017,1002,4,4B
110010073042003,0073,2003,8,8E
110010104001004,0104,1004,8,8C
110010076051002,0076,1002,8,8A
110010056003005,0056,3005,2,2A
110010076014008,0076,4008,8,8A
110010096011006,0096,1006,7,7D
110010062021142,0062,1142,6,6B
110010096033001,0096,3001,7,7F
110010092042000,0092,2000,5,5E
110010059001003,0059,1003,6,6C
110010016004005,0016,4005,4,4A
110010021022003,0021,2003,4,4B
110010080011002,0080,1002,6,6A
110010081003009,0081,3009,6,6A
110010093021008,0093,1008,5,5B
110010095041025,0095,1025,5,5B
110010102001009,0102,1009,6,6D
110010102001000,0102,1000,6,6D
110010068041007,0068,1007,7,7D
110010074011036,0074,1036,8,8A
110010074072007,0074,2007,8,8A
110010049021006,0049,1006,2,2F
110010070002011,0070,2011,6,6B
110010073011129,0073,1129,8,8C
110010018031004,0018,1004,4,4A
110010089031015,0089,1015,5,5D
110010049021004,0049,1004,2,2F
110010094002004,0094,2004,5,5B
110010029002009,0029,2009,1,1A
110010001004000,0001,4000,2,2E
110010079031004,0079,1004,7,7D
110010099012011,0099,2011,7,7B
110010083021003,0083,1003,6,6C
110010074011031,0074,1031,8,8C
110010046001001,0046,1001,5,5E
110010020023011,0020,3011,4,4C
110010062021022,0062,1022,2,2C
110010010013004,0010,3004,3,3E
110010081003002,0081,3002,6,6A
110010088023005,0088,3005,5,5D
110010074011020,0074,1020,8,8C
110010080012012,0080,2012,6,6A
110010017021006,0017,1006,4,4B
110010095053012,0095,3012,4,4B
110010094004009,0094,4009,5,5B
110010076041002,0076,1002,7,7B
110010032004003,0032,4003,1,1A
110010073011087,0073,1087,8,8D
110010010015008,0010,5008,3,3E
110010014023002,0014,3002,3,3G
110010103003006,0103,3006,4,4B
110010019014000,0019,4000,4,4B
110010020023006,0020,3006,4,4C
110010076043009,0076,3009,7,7B
110010073011050,0073,1050,8,8D
110010075021002,0075,1002,8,8B
110010039003004,0039,3004,1,1C
110010077072009,0077,2009,7,7E
110010074041006,0074,1006,8,8E
110010010021001,0010,1001,3,3D
110010076043001,0076,3001,7,7B
110010074012000,0074,2000,8,8C
110010073041002,0073,1002,8,8B
110010069002003,0069,2003,6,6B
110010012001005,0012,1005,3,3F
110010015001016,0015,1016,3,3G
110010111001003,0111,1003,5,5C
110010093013022,0093,3022,5,5B
110010106002059,0106,2059,6,6C
110010062021023,0062,1023,2,2C
110010010016003,0010,6003,3,3E
110010025012010,0025,2010,4,4C
110010111002009,0111,2009,5,5C
110010094001015,0094,1015,5,5B
110010067002001,0067,2001,6,6B
110010066001000,0066,1000,6,6B
110010006004006,0006,4006,3,3C
110010069002001,0069,2001,6,6B
110010098101005,0098,1005,8,8D
110010028022000,0028,2000,1,1A
110010009013003,0009,3003,3,3D
110010052011006,0052,1006,2,2F
110010056001007,0056,1007,2,2A
110010091022003,0091,2003,5,5C
110010081003006,0081,3006,6,6A
110010050011008,0050,1008,2,2F
110010019022019,0019,2019,4,4B
110010078062009,0078,2009,7,7C
110010006004017,0006,4017,3,3C
110010095053016,0095,3016,4,4B
110010087011011,0087,1011,5,5E
110010010014008,0010,4008,3,3E
110010092011007,0092,1007,5,5E
110010078091000,0078,1000,7,7C
110010106003004,0106,3004,6,6C
110010049011000,0049,1000,6,6E
110010024002009,0024,2009,4,4C
110010041003030,0041,3030,2,2D
110010013011010,0013,1010,3,3F
110010062021019,0062,1019,2,2C
110010002024017,0002,4017,2,2E
110010074092000,0074,2000,8,8B
110010010022004,0010,2004,3,3C
110010074041004,0074,1004,8,8E
110010075022001,0075,2001,8,8B
110010012004020,0012,4020,3,3F
110010041002004,0041,2004,2,2D
110010098031001,0098,1001,8,8C
110010009022001,0009,2001,3,3D
110010074042001,0074,2001,8,8E
110010050021002,0050,1002,2,2F
110010053012000,0053,2000,2,2B
110010089032002,0089,2002,5,5D
110010106003005,0106,3005,6,6A
110010107002006,0107,2006,2,2B
110010102001003,0102,1003,6,6D
110010021025004,0021,5004,4,4D
110010078061003,0078,1003,7,7C
110010023021017,0023,1017,5,5A
110010079014003,0079,4003,6,6A
110010019021003,0019,1003,4,4B
110010014012010,0014,2010,3,3G
110010082002002,0082,2002,6,6C
110010006004010,0006,4010,3,3C
110010011004021,0011,4021,3,3E
110010079012005,0079,2005,6,6A
110010076034000,0076,4000,7,7B
110010099012016,0099,2016,7,7B
110010020012011,0020,2011,4,4A
110010043002006,0043,2006,2,2B
110010089041001,0089,1001,5,5D
110010010012029,0010,2029,3,3E
110010020011000,0020,1000,4,4A
110010108002003,0108,2003,2,2A
110010021014008,0021,4008,4,4D
110010009021001,0009,1001,3,3D
110010026001004,0026,1004,4,4A
110010095052005,0095,2005,4,4B
110010013013006,0013,3006,3,3F
110010020012014,0020,2014,4,4C
110010001004036,0001,4036,2,2E
110010012003010,0012,3010,3,3F
110010036003001,0036,3001,1,1B
110010013012011,0013,2011,3,3F
110010058001002,0058,1002,2,2C
110010040011002,0040,1002,1,1C
110010094001009,0094,1009,5,5B
110010058001036,0058,1036,2,2C
110010111001017,0111,1017,5,5C
110010001002008,0001,2008,2,2E
110010087021005,0087,1005,5,5E
110010077072010,0077,2010,7,7E
110010018043006,0018,3006,4,4A
110010098042002,0098,2002,8,8C
110010022011002,0022,1002,4,4D
110010073011132,0073,1132,8,8C
110010018041003,0018,1003,4,4A
110010102002016,0102,2016,6,6D
110010087012004,0087,2004,5,5E
110010010014019,0010,4019,3,3E
110010032003001,0032,3001,1,1A
110010095051004,0095,1004,4,4B
110010111001009,0111,1009,5,5C
110010098072004,0098,2004,8,8D
110010095033017,0095,3017,5,5B
110010019012001,0019,2001,4,4B
110010010015013,0010,5013,3,3E
110010004002003,0004,2003,3,3C
110010109002028,0109,2028,8,8D
110010075031010,0075,1010,8,8A
110010087021011,0087,1011,5,5E
110010008022008,0008,2008,3,3D
110010010013003,0010,3003,3,3E
110010004002027,0004,2027,3,3B
110010078081005,0078,1005,7,7C
110010083012001,0083,2001,6,6C
110010062021014,0062,1014,2,2C
110010052012003,0052,2003,2,2B
110010016004010,0016,4010,4,4A
110010106002023,0106,2023,6,6C
110010058002015,0058,2015,2,2C
110010077031001,0077,1001,7,7F
110010077082009,0077,2009,7,7B
110010023021023,0023,1023,5,5E
110010087012009,0087,2009,5,5E
110010078083013,0078,3013,7,7C
110010010012027,0010,2027,3,3E
110010048022006,0048,2006,6,6E
110010078072003,0078,2003,7,7C
110010108002011,0108,2011,2,2A
110010018031009,0018,1009,4,4A
110010050012007,0050,2007,2,2F
110010008011000,0008,1000,3,3D
110010031001013,0031,1013,1,1A
110010073011025,0073,1025,8,8C
110010095031001,0095,1001,5,5A
110010010016005,0010,6005,3,3E
110010079031006,0079,1006,7,7D
110010083012004,0083,2004,6,6C
110010078033005,0078,3005,7,7D
110010005021004,0005,1004,3,3C
110010094003009,0094,3009,5,5C
110010092031005,0092,1005,5,5E
110010105002015,0105,2015,6,6D
110010068022014,0068,2014,6,6B
110010099022009,0099,2009,7,7E
110010025011001,0025,1001,4,4C
110010001001006,0001,1006,2,2E
110010074072005,0074,2005,8,8C
110010040012003,0040,2003,1,1C
110010050011006,0050,1006,2,2F
110010089031013,0089,1013,5,5D
110010105002022,0105,2022,6,6D
110010103002001,0103,2001,4,4B
110010062021104,0062,1104,2,2C
110010010013000,0010,3000,3,3E
110010040013005,0040,3005,1,1C
110010076043011,0076,3011,7,7B
110010018041005,0018,1005,4,4A
110010104002032,0104,2032,8,8C
110010074081002,0074,1002,8,8B
110010058001005,0058,1005,2,2C
110010078092011,0078,2011,7,7C
110010099012020,0099,2020,7,7B
110010067002006,0067,2006,6,6B
110010091021010,0091,1010,5,5C
110010022022006,0022,2006,4,4C
110010013023011,0013,3011,3,3F
110010083011004,0083,1004,6,6C
110010068022005,0068,2005,6,6B
110010062021057,0062,1057,2,2A
110010021025000,0021,5000,4,4D
110010089042004,0089,2004,5,5D
110010098072005,0098,2005,8,8D
110010072001000,0072,1000,6,6B
110010073011004,0073,1004,8,8C
110010042021008,0042,1008,2,2B
110010068021001,0068,1001,6,6B
110010076015006,0076,5006,8,8A
110010033021000,0033,1000,5,5E
110010028021005,0028,1005,1,1A
110010087022006,0087,2006,5,5E
110010062021053,0062,1053,2,2A
110010096021020,0096,1020,7,7D
110010014022006,0014,2006,3,3G
110010018031005,0018,1005,4,4A
110010012001014,0012,1014,3,3E
110010066001020,0066,1020,6,6B
110010025012011,0025,2011,4,4C
110010008013016,0008,3016,3,3D
110010102002045,0102,2045,6,6D
110010011001003,0011,1003,3,3G
110010016001019,0016,1019,4,4A
110010006004015,0006,4015,3,3C
110010106002015,0106,2015,6,6C
110010058002017,0058,2017,2,2C
110010096031005,0096,1005,7,7F
110010109002044,0109,2044,8,8D
110010053014002,0053,4002,2,2B
110010010011003,0010,1003,3,3E
110010079031015,0079,1015,7,7D
110010058001023,0058,1023,2,2C
110010014011001,0014,1001,3,3G
110010009021007,0009,1007,3,3D
110010077092012,0077,2012,7,7B
110010111003029,0111,3029,5,5C
110010062021201,0062,1201,2,2A
110010018031008,0018,1008,4,4A
110010072002020,0072,2020,6,6D
110010087011005,0087,1005,5,5E
110010076033001,0076,3001,7,7B
110010095032000,0095,2000,5,5B
110010093014006,0093,4006,5,5B
110010098033005,0098,3005,8,8C
110010062021137,0062,1137,6,6B
110010048021003,0048,1003,6,6E
110010096021021,0096,1021,7,7D
110010076051008,0076,1008,8,8A
110010078043000,0078,3000,7,7C
110010064002024,0064,2024,6,6D
110010010012008,0010,2008,3,3E
110010062021242,0062,1242,2,2A
110010011001023,0011,1023,3,3G
110010017021029,0017,1029,4,4B
110010076031003,0076,1003,7,7B
110010077082011,0077,2011,7,7B
110010078092013,0078,2013,7,7C
110010058002001,0058,2001,2,2C
110010050023007,0050,3007,2,2F
110010020012003,0020,2003,4,4A
110010102001013,0102,1013,6,6D
110010103001006,0103,1006,4,4A
110010093012015,0093,2015,5,5B
110010102001001,0102,1001,6,6D
110010065001007,0065,1007,6,6B
110010111002027,0111,2027,5,5C
110010036003000,0036,3000,1,1B
110010010014016,0010,4016,3,3E
110010099011004,0099,1004,7,7B
110010056003001,0056,3001,2,2A
110010064001008,0064,1008,6,6D
110010099052000,0099,2000,7,7E
110010078091002,0078,1002,7,7C
110010024003007,0024,3007,4,4C
110010036002001,0036,2001,1,1B
110010015004010,0015,4010,3,3G
110010055001003,0055,1003,2,2B
110010016004008,0016,4008,4,4A
110010095031010,0095,1010,5,5A
110010024004005,0024,4005,4,4C
110010093011011,0093,1011,5,5B
110010047021005,0047,1005,6,6E
110010062021031,0062,1031,2,2A
110010034002000,0034,2000,1,1B
110010111002010,0111,2010,5,5C
110010076042009,0076,2009,7,7B
110010093013017,0093,3017,5,5B
110010042011006,0042,1006,2,2B
110010015005008,0015,5008,3,3G
110010101002002,0101,2002,2,2B
110010026001008,0026,1008,4,4A
110010028021002,0028,1002,1,1A
110010019022014,0019,2014,4,4B
110010022013000,0022,3000,4,4D
110010077091016,0077,1016,7,7B
110010101002005,0101,2005,2,2B
110010010013016,0010,3016,3,3E
110010073011115,0073,1115,8,8D
110010020022001,0020,2001,4,4C
110010009011011,0009,1011,3,3D
110010095052015,0095,2015,4,4B
110010012004009,0012,4009,3,3F
110010041003029,0041,3029,2,2D
110010076042002,0076,2002,7,7B
110010011001016,0011,1016,3,3G
110010028011002,0028,1002,1,1A
110010073011062,0073,1062,8,8D
110010073011015,0073,1015,8,8C
110010076011005,0076,1005,8,8A
110010111002005,0111,2005,5,5C
110010058002013,0058,2013,2,2C
110010077071008,0077,1008,7,7E
110010078061004,0078,1004,7,7C
110010046002018,0046,2018,6,6E
110010088031007,0088,1007,5,5D
110010065002015,0065,2015,6,6B
110010062021079,0062,1079,2,2A
110010009012015,0009,2015,3,3D
110010041003020,0041,3020,2,2D
110010074042004,0074,2004,8,8E
110010010014028,0010,4028,3,3E
110010078041006,0078,1006,7,7C
110010062021028,0062,1028,2,2C
110010073011134,0073,1134,8,8C
110010002024030,0002,4030,2,2E
110010002021003,0002,1003,2,2E
110010002024003,0002,4003,2,2E
110010074062000,0074,2000,8,8B
110010055001017,0055,1017,2,2B
110010071001025,0071,1025,6,6B
110010094002020,0094,2020,5,5C
110010104001021,0104,1021,8,8C
110010078043007,0078,3007,7,7C
110010010014027,0010,4027,3,3E
110010032001003,0032,1003,1,1A
110010016004011,0016,4011,4,4A
110010088022011,0088,2011,5,5D
110010073011035,0073,1035,8,8D
110010062021027,0062,1027,2,2C
110010067002007,0067,2007,6,6B
110010102002017,0102,2017,6,6D
110010001003007,0001,3007,2,2E
110010093013001,0093,3001,5,5B
110010027023016,0027,3016,1,1C
110010078082001,0078,2001,7,7C
110010021025003,0021,5003,4,4D
110010111001008,0111,1008,5,5C
110010009011009,0009,1009,3,3D
110010042011001,0042,1001,1,1C
110010078032002,0078,2002,7,7C
110010099031000,0099,1000,7,7E
110010041003013,0041,3013,2,2D
110010074012002,0074,2002,8,8C
110010091022026,0091,2026,5,5C
110010033022003,0033,2003,5,5E
110010048011018,0048,1018,6,6E
110010021014009,0021,4009,4,4D
110010041003015,0041,3015,2,2D
110010008013021,0008,3021,3,3D
110010067003007,0067,3007,6,6B
110010102001020,0102,1020,6,6D
110010008013008,0008,3008,3,3D
110010073011124,0073,1124,8,8D
110010047021007,0047,1007,6,6E
110010096032006,0096,2006,7,7F
110010073011037,0073,1037,8,8C
110010009012021,0009,2021,3,3D
110010041002010,0041,2010,2,2D
110010073011103,0073,1103,8,8D
110010095041019,0095,1019,5,5B
110010015005001,0015,5001,3,3G
110010102002046,0102,2046,6,6D
110010052011004,0052,1004,2,2F
110010102002026,0102,2026,6,6D
110010059001010,0059,1010,2,2C
110010050023003,0050,3003,2,2F
110010018043000,0018,3000,4,4A
110010030002000,0030,2000,1,1A
110010088041004,0088,1004,5,5D
110010023021016,0023,1016,5,5A
110010015004005,0015,4005,3,3G
110010072002009,0072,2009,6,6D
110010017021016,0017,1016,4,4B
110010077072020,0077,2020,7,7E
110010111002016,0111,2016,5,5C
110010078062007,0078,2007,7,7C
110010062021171,0062,1171,2,2A
110010062021190,0062,1190,2,2A
110010025022005,0025,2005,4,4C
110010025011004,0025,1004,4,4C
110010078032007,0078,2007,7,7D
110010040013004,0040,3004,1,1C
110010023012017,0023,2017,4,4C
110010094002009,0094,2009,5,5C
110010009012007,0009,2007,3,3D
110010047021004,0047,1004,6,6E
110010095053014,0095,3014,4,4B
110010094002025,0094,2025,5,5C
110010041003028,0041,3028,2,2D
110010021014003,0021,4003,4,4D
110010078042008,0078,2008,7,7C
110010098071001,0098,1001,8,8D
110010076034009,0076,4009,7,7B
110010011004023,0011,4023,3,3E
110010095092000,0095,2000,5,5A
110010073011078,0073,1078,8,8D
110010106002039,0106,2039,6,6C
110010099012014,0099,2014,7,7B
110010097002001,0097,2001,8,8E
110010068012004,0068,2004,6,6B
110010062021063,0062,1063,2,2A
110010074071007,0074,1007,8,8B
110010088031009,0088,1009,5,5D
110010076031002,0076,1002,7,7B
110010073011111,0073,1111,8,8D
110010015003011,0015,3011,3,3G
110010080022004,0080,2004,6,6A
110010027022004,0027,2004,1,1D
110010110001001,0110,1001,6,6D
110010076032007,0076,2007,7,7B
110010058001013,0058,1013,2,2C
110010093012012,0093,2012,5,5B
110010019021001,0019,1001,4,4B
110010021014005,0021,4005,4,4D
110010109002035,0109,2035,8,8D
110010009021008,0009,1008,3,3D
110010111003003,0111,3003,5,5C
110010009012009,0009,2009,3,3D
110010072002028,0072,2028,6,6D
110010018031001,0018,1001,4,4A
110010073011081,0073,1081,8,8D
110010052012005,0052,2005,2,2B
110010021021001,0021,1001,4,4B
110010016001012,0016,1012,4,4A
110010047011000,0047,1000,6,6E
110010094002023,0094,2023,5,5C
110010095041023,0095,1023,5,5B
110010073043001,0073,3001,8,8C
110010022021003,0022,1003,4,4D
110010096041011,0096,1011,7,7D
